full_text,Kategori,text_lemmatized,text_tokenized
workout may want work muscle soreness ginger turmeric ginger shown promise reducing pain associated exercise according several read fitness muscle gain,8,workout may want work muscle soreness ginger turmeric ginger shown promise reducing pain associated exercise according several read fitness muscle gain,"['workout', 'may', 'want', 'work', 'muscle', 'soreness', 'ginger', 'turmeric', 'ginger', 'shown', 'promise', 'reducing', 'pain', 'associated', 'exercise', 'according', 'several', 'read', 'fitness', 'muscle', 'gain']"
believe fun easy order boost motivation improve cut read article top fitness fitness fitness water ionizer water alkaline water,8,believe fun easy order boost motivation improve cut read article top fitness fitness fitness water ionizer water alkaline water,"['believe', 'fun', 'easy', 'order', 'boost', 'motivation', 'improve', 'cut', 'read', 'article', 'top', 'fitness', 'fitness', 'fitness', 'water', 'ionizer', 'water', 'alkaline', 'water']"
time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,8,time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,"['time', 'head', 'gym', 'dont', 'worry', 'quick', 'fitness', 'save', 'time', 'brilliant', 'home', 'help', 'busy', 'people', 'get', 'fitness', 'fix', 'via', 'wise', 'living', 'mag']"
fantastic restorative walk around angle zar reservoir healthy health fitness fitness fit longevity project project successful fitness green walking blue,8,fantastic restorative walk around angle zar reservoir healthy health fitness fitness fit longevity project project successful fitness green walking blue,"['fantastic', 'restorative', 'walk', 'around', 'angle', 'zar', 'reservoir', 'healthy', 'health', 'fitness', 'fitness', 'fit', 'longevity', 'project', 'project', 'successful', 'fitness', 'green', 'walking', 'blue']"
time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,8,time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,"['time', 'head', 'gym', 'dont', 'worry', 'quick', 'fitness', 'save', 'time', 'brilliant', 'home', 'help', 'busy', 'people', 'get', 'fitness', 'fix', 'via', 'wise', 'living', 'mag']"
job done healthy health fitness fitness fit longevity project project successful strength strength training body weight workout stay fit stay healthy nat chin,8,job done healthy health fitness fitness fit longevity project project successful strength strength training body weight workout stay fit stay healthy nat chin,"['job', 'done', 'healthy', 'health', 'fitness', 'fitness', 'fit', 'longevity', 'project', 'project', 'successful', 'strength', 'strength', 'training', 'body', 'weight', 'workout', 'stay', 'fit', 'stay', 'healthy', 'nat', 'chin']"
doubt one best overall health make fitness regular part life g fitness lose weight fitness industry health coach fitness journey fit life fit diet strength coach fitness,8,doubt one best overall health make fitness regular part life g fitness lose weight fitness industry health coach fitness journey fit life fit diet strength coach fitness,"['doubt', 'one', 'best', 'overall', 'health', 'make', 'fitness', 'regular', 'part', 'life', 'g', 'fitness', 'lose', 'weight', 'fitness', 'industry', 'health', 'coach', 'fitness', 'journey', 'fit', 'life', 'fit', 'diet', 'strength', 'coach', 'fitness']"
got nominated challenge friend go figure think laziness n funny exercise fitness cross fit lazy,8,got nominated challenge friend go figure think laziness n funny exercise fitness cross fit lazy,"['got', 'nominated', 'challenge', 'friend', 'go', 'figure', 'think', 'laziness', 'n', 'funny', 'exercise', 'fitness', 'cross', 'fit', 'lazy']"
easy quick fitness people time fitness,8,easy quick fitness people time fitness,"['easy', 'quick', 'fitness', 'people', 'time', 'fitness']"
time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,8,time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,"['time', 'head', 'gym', 'dont', 'worry', 'quick', 'fitness', 'save', 'time', 'brilliant', 'home', 'help', 'busy', 'people', 'get', 'fitness', 'fix', 'via', 'wise', 'living', 'mag']"
stay fit summer late start daily step count competition friendly game working motivate group n remote work working remotely fit summer fitness fitness stay fit workout routine,8,stay fit summer late start daily step count competition friendly game working motivate group n remote work working remotely fit summer fitness fitness stay fit workout routine,"['stay', 'fit', 'summer', 'late', 'start', 'daily', 'step', 'count', 'competition', 'friendly', 'game', 'working', 'motivate', 'group', 'n', 'remote', 'work', 'working', 'remotely', 'fit', 'summer', 'fitness', 'fitness', 'stay', 'fit', 'workout', 'routine']"
time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,8,time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,"['time', 'head', 'gym', 'dont', 'worry', 'quick', 'fitness', 'save', 'time', 'brilliant', 'home', 'help', 'busy', 'people', 'get', 'fitness', 'fix', 'via', 'wise', 'living', 'mag']"
time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,8,time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,"['time', 'head', 'gym', 'dont', 'worry', 'quick', 'fitness', 'save', 'time', 'brilliant', 'home', 'help', 'busy', 'people', 'get', 'fitness', 'fix', 'via', 'wise', 'living', 'mag']"
refer many want fitness,8,refer many want fitness,"['refer', 'many', 'want', 'fitness']"
car waste time grow x w j quis h sound cloud x bar os strong hacking car variable fitness fitness hack,8,car waste time grow x w j quis h sound cloud x bar o strong hacking car variable fitness fitness hack,"['car', 'waste', 'time', 'grow', 'x', 'w', 'j', 'quis', 'h', 'sound', 'cloud', 'x', 'bar', 'o', 'strong', 'hacking', 'car', 'variable', 'fitness', 'fitness', 'hack']"
time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,8,time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,"['time', 'head', 'gym', 'dont', 'worry', 'quick', 'fitness', 'save', 'time', 'brilliant', 'home', 'help', 'busy', 'people', 'get', 'fitness', 'fix', 'via', 'wise', 'living', 'mag']"
another session fitness weight management c edition th may join us via bridging space community n n fitness n fitness n weight management,8,another session fitness weight management c edition th may join u via bridging space community n n fitness n fitness n weight management,"['another', 'session', 'fitness', 'weight', 'management', 'c', 'edition', 'th', 'may', 'join', 'u', 'via', 'bridging', 'space', 'community', 'n', 'n', 'fitness', 'n', 'fitness', 'n', 'weight', 'management']"
know music n fitness fitness motivation fit chap fitness fitness fitness,8,know music n fitness fitness motivation fit chap fitness fitness fitness,"['know', 'music', 'n', 'fitness', 'fitness', 'motivation', 'fit', 'chap', 'fitness', 'fitness', 'fitness']"
time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,8,time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,"['time', 'head', 'gym', 'dont', 'worry', 'quick', 'fitness', 'save', 'time', 'brilliant', 'home', 'help', 'busy', 'people', 'get', 'fitness', 'fix', 'via', 'wise', 'living', 'mag']"
time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,8,time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,"['time', 'head', 'gym', 'dont', 'worry', 'quick', 'fitness', 'save', 'time', 'brilliant', 'home', 'help', 'busy', 'people', 'get', 'fitness', 'fix', 'via', 'wise', 'living', 'mag']"
time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,8,time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,"['time', 'head', 'gym', 'dont', 'worry', 'quick', 'fitness', 'save', 'time', 'brilliant', 'home', 'help', 'busy', 'people', 'get', 'fitness', 'fix', 'via', 'wise', 'living', 'mag']"
yoga fit daily fitness,8,yoga fit daily fitness,"['yoga', 'fit', 'daily', 'fitness']"
fitness part video full video like see meal prep nutrition please comment subscribe channel fitness fitness,8,fitness part video full video like see meal prep nutrition please comment subscribe channel fitness fitness,"['fitness', 'part', 'video', 'full', 'video', 'like', 'see', 'meal', 'prep', 'nutrition', 'please', 'comment', 'subscribe', 'channel', 'fitness', 'fitness']"
time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,8,time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,"['time', 'head', 'gym', 'dont', 'worry', 'quick', 'fitness', 'save', 'time', 'brilliant', 'home', 'help', 'busy', 'people', 'get', 'fitness', 'fix', 'via', 'wise', 'living', 'mag']"
home fitness achieve fitness fitness home fitness fitness fitness gym home gym virtual fitness,8,home fitness achieve fitness fitness home fitness fitness fitness gym home gym virtual fitness,"['home', 'fitness', 'achieve', 'fitness', 'fitness', 'home', 'fitness', 'fitness', 'fitness', 'gym', 'home', 'gym', 'virtual', 'fitness']"
time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,8,time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,"['time', 'head', 'gym', 'dont', 'worry', 'quick', 'fitness', 'save', 'time', 'brilliant', 'home', 'help', 'busy', 'people', 'get', 'fitness', 'fix', 'via', 'wise', 'living', 'mag']"
time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,8,time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,"['time', 'head', 'gym', 'dont', 'worry', 'quick', 'fitness', 'save', 'time', 'brilliant', 'home', 'help', 'busy', 'people', 'get', 'fitness', 'fix', 'via', 'wise', 'living', 'mag']"
time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,8,time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,"['time', 'head', 'gym', 'dont', 'worry', 'quick', 'fitness', 'save', 'time', 'brilliant', 'home', 'help', 'busy', 'people', 'get', 'fitness', 'fix', 'via', 'wise', 'living', 'mag']"
time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,8,time head gym dont worry quick fitness save time brilliant home help busy people get fitness fix via wise living mag,"['time', 'head', 'gym', 'dont', 'worry', 'quick', 'fitness', 'save', 'time', 'brilliant', 'home', 'help', 'busy', 'people', 'get', 'fitness', 'fix', 'via', 'wise', 'living', 'mag']"
know body fat storage fit fitness fitness motivation sri v logger fitness v logger,8,know body fat storage fit fitness fitness motivation sri v logger fitness v logger,"['know', 'body', 'fat', 'storage', 'fit', 'fitness', 'fitness', 'motivation', 'sri', 'v', 'logger', 'fitness', 'v', 'logger']"
